individual_id,jar,species,treatment,week,final_length,initial_length,final_width,initial_width
2Or,45,Pacific,7.7A0.5,4,1.57,1.57,1.42,1.44
2Or,46,Olympia,8.0C,4,1.66,1.69,1.16,1.18
2Or,46,Pacific,8.0C,4,1.63,1.24,1.01,0.84
2Or,49,Olympia,8.0A0.2,4,1.63,1.67,1.24,1.3
2Or,49,Pacific,8.0A0.2,4,2.2,1.31,1.33,0.84
2Or,56,Olympia,7.7A0.5,4,NA,1.69,NA,1.2
2Or,56,Pacific,7.7A0.5,4,1.03,1.03,0.92,0.9
2Or,59,Olympia,7.7C,4,2.32,2.16,2.06,1.73
2Or,59,Pacific,7.7C,4,1.21,1.14,0.98,0.96
2Or,62,Olympia,7.7A0.5,4,1.86,1.83,1.53,1.49
2Or,62,Pacific,7.7A0.5,4,1.18,1.19,0.85,0.91
2Or,75,Olympia,7.7C,4,1.69,1.69,1.18,1.69
2Or,75,Pacific,7.7C,4,1.16,1.33,0.95,0.93
2Or,78,Olympia,8.0C,4,1.48,1.56,1.18,1.21
2Or,78,Pacific,8.0C,4,1.13,1.41,0.86,0.88
2Or,80,Olympia,8.0A0.2,4,NA,1.41,NA,1.16
2Or,80,Pacific,8.0A0.2,4,NA,1.17,NA,0.9
2Or,82,Olympia,8.0C,4,NA,1.28,NA,1.08
2Or,82,Pacific,8.0C,4,1.24,1.51,1.04,1
2Or,83,Olympia,7.7A0.2,4,1.19,1.1,0.88,0.83
2Or,83,Pacific,7.7A0.2,4,1.64,1.56,1.39,1.02
2Or,85,Olympia,7.7A0.5,4,1.66,1.65,1.11,1.3
2Or,85,Pacific,7.7A0.5,4,1.6,1.87,1.03,1.23
2Pk,4,Olympia,8.0A0.2,4,NA,1.53,NA,1.15
2Pk,7,Olympia,8.0A0.2,4,NA,1.86,NA,1.38
2Pk,7,Pacific,8.0A0.2,4,NA,1.32,NA,1.05
2Pk,8,Olympia,7.7A0.2,4,NA,1.59,NA,1.03
2Pk,8,Pacific,7.7A0.2,4,NA,1.46,NA,1.03
2Pk,10,Olympia,7.7A0.2,4,1.56,1.52,1.18,1.17
2Pk,10,Pacific,7.7A0.2,4,NA,1.49,NA,0.94
2Pk,13,Olympia,7.7A0.2,4,NA,1.38,NA,1.17
2Pk,13,Pacific,7.7A0.2,4,NA,0.99,NA,0.94
2Pk,14,Olympia,7.7C,4,NA,1.65,NA,1.4
2Pk,14,Pacific,7.7C,4,NA,1.21,NA,0.92
2Pk,19,Olympia,7.7A0.5,4,1.58,1.51,1.11,1.15
2Pk,19,Pacific,7.7A0.5,4,1.42,1.43,1.1,1.02
2Pk,21,Olympia,7.7A0.2,4,1.58,1.55,1.16,1.04
2Pk,21,Pacific,7.7A0.2,4,NA,1.18,NA,0.93
2Pk,23,Olympia,8.0A0.2,4,NA,1.54,NA,1.26
2Pk,23,Pacific,8.0A0.2,4,NA,1,NA,0.76
2Pk,31,Olympia,8.0C,4,1.26,1.26,0.94,0.95
2Pk,31,Pacific,8.0C,4,1.33,1.23,0.95,0.78
2Pk,32,Olympia,7.7C,4,1.33,1.83,0.91,1.5
2Pk,32,Pacific,7.7C,4,1.26,1.2,1.07,1.05
2Pk,40,Olympia,8.0C,4,1.84,1.61,1.34,1.15
2Pk,40,Pacific,8.0C,4,1.14,1.02,0.98,0.94
2Pk,44,Olympia,7.7C,4,1.74,1.59,1.18,1.22
2Pk,44,Pacific,7.7C,4,1.29,1.27,1,0.92
2Pk,45,Olympia,7.7A0.5,4,1.68,1.68,1.26,1.25
2Pk,45,Pacific,7.7A0.5,4,NA,1.51,NA,0.94
2Pk,46,Olympia,8.0C,4,2.02,1.99,1.74,1.75
2Pk,46,Pacific,8.0C,4,1.58,1.14,1.36,0.71
2Pk,49,Olympia,8.0A0.2,4,1.81,1.68,1.49,1.61
2Pk,56,Olympia,7.7A0.5,4,1.57,1.57,1.29,1.34
2Pk,59,Pacific,7.7C,4,1.53,NA,1.08,NA
2Pk,82,Pacific,8.0C,4,1.76,NA,1.64,NA
2Pu,4,Olympia,8.0A0.2,4,NA,1.66,NA,1.2
2Pu,7,Olympia,8.0A0.2,4,NA,1.3,NA,1.23
2Pu,7,Pacific,8.0A0.2,4,NA,1.53,NA,1.23
2Pu,8,Olympia,7.7A0.2,4,1.94,1.34,1.3,1.31
2Pu,8,Pacific,7.7A0.2,4,NA,1.25,NA,0.92
2Pu,10,Olympia,7.7A0.2,4,1.71,1.74,1.42,1.44
2Pu,10,Pacific,7.7A0.2,4,1.25,1.51,0.85,1.09
2Pu,13,Olympia,7.7A0.2,4,1.48,1.51,1.26,1.23
2Pu,13,Pacific,7.7A0.2,4,NA,1.47,NA,1.1
2Pu,14,Olympia,7.7C,4,1.44,1.41,1.03,1
2Pu,14,Pacific,7.7C,4,1.1,1.1,0.85,0.8
2Pu,19,Olympia,7.7A0.5,4,1.45,1.33,1.08,1.02
2Pu,19,Pacific,7.7A0.5,4,NA,1.59,NA,1.2
2Pu,21,Olympia,7.7A0.2,4,1.44,1.39,1.09,1.04
2Pu,21,Pacific,7.7A0.2,4,1.16,1.34,0.73,0.97
2Pu,23,Olympia,8.0A0.2,4,NA,1.65,NA,1.16
2Pu,23,Pacific,8.0A0.2,4,NA,1.36,NA,0.96
2Pu,31,Olympia,8.0C,4,1.56,1.55,1.12,1.25
2Pu,31,Pacific,8.0C,4,1.21,1.08,1.16,0.89
2Pu,32,Olympia,7.7C,4,1.19,1.27,0.83,0.94
2Pu,32,Pacific,7.7C,4,1.09,1.01,0.93,0.98
2Pu,40,Olympia,8.0C,4,1.69,1.61,1.72,1.37
2Pu,40,Pacific,8.0C,4,1.3,1.11,1.24,0.82
2Pu,44,Olympia,7.7C,4,NA,1.34,NA,0.95
2Pu,44,Pacific,7.7C,4,1.14,1.16,0.63,0.68
2Pu,45,Olympia,7.7A0.5,4,1.78,1.74,1.05,1.05
2Pu,45,Pacific,7.7A0.5,4,1.37,1.36,1.22,1.22
2Pu,46,Olympia,8.0C,4,2.32,2.02,1.63,1.45
2Pu,46,Pacific,8.0C,4,1.26,1.38,0.89,0.81
2Pu,49,Olympia,8.0A0.2,4,2.11,2.14,1.77,1.66
2Pu,49,Pacific,8.0A0.2,4,2.16,1.34,1.35,1.22
2Pu,56,Olympia,7.7A0.5,4,1.54,1.54,1.37,1.35
2Pu,56,Pacific,7.7A0.5,4,1.46,1.25,1.16,1.47
2Pu,59,Olympia,7.7C,4,1.59,1.6,1.35,1.36
2Pu,59,Pacific,7.7C,4,1.29,1.27,0.93,0.95
2Pu,62,Olympia,7.7A0.5,4,1.74,1.64,1.22,1.17
2Pu,62,Pacific,7.7A0.5,4,1.78,1.36,0.99,0.99
2Pu,75,Olympia,7.7C,4,1.52,1.51,1.19,1.51
2Pu,75,Pacific,7.7C,4,1.24,1.34,0.89,1.13
2Pu,78,Olympia,8.0C,4,1.9,1.85,1.65,1.52
2Pu,78,Pacific,8.0C,4,1.59,1.84,1.3,1.26
2Pu,80,Olympia,8.0A0.2,4,NA,1.39,NA,1.01
2Pu,80,Pacific,8.0A0.2,4,NA,1.57,NA,1.07
2Pu,82,Olympia,8.0C,4,NA,1.88,NA,1.32
2Pu,82,Pacific,8.0C,4,1.35,1.4,0.92,1.01
2Pu,83,Olympia,7.7A0.2,4,NA,2.14,NA,1.48
2Pu,83,Pacific,7.7A0.2,4,NA,1.62,NA,1.17
2Pu,85,Olympia,7.7A0.5,4,NA,1.76,NA,1.34
2Pu,85,Pacific,7.7A0.5,4,1.43,1.49,0.96,0.94
2Rd,4,Olympia,8.0A0.2,4,NA,1.67,NA,1.25
2Rd,7,Olympia,8.0A0.2,4,NA,1.36,NA,1.21
2Rd,7,Pacific,8.0A0.2,4,NA,1.8,NA,1.16
2Rd,8,Olympia,7.7A0.2,4,NA,2.19,NA,1.79
2Rd,8,Pacific,7.7A0.2,4,1.45,1.35,0.95,1.02
2Rd,10,Olympia,7.7A0.2,4,1.79,1.9,1.66,1.78
2Rd,10,Pacific,7.7A0.2,4,1.81,1.83,1.28,1.21
2Rd,13,Olympia,7.7A0.2,4,NA,2.2,NA,1.23
2Rd,13,Pacific,7.7A0.2,4,1.28,1.24,0.95,0.96
2Rd,14,Olympia,7.7C,4,1.76,1.67,1.43,1.38
2Rd,14,Pacific,7.7C,4,NA,1.37,NA,1.21
2Rd,19,Olympia,7.7A0.5,4,2.04,1.21,1.95,1.07
2Rd,19,Pacific,7.7A0.5,4,1.71,1.64,1.26,1.31
2Rd,21,Olympia,7.7A0.2,4,1.83,1.8,1.56,1.54
2Rd,21,Pacific,7.7A0.2,4,NA,1.63,NA,1.01
2Rd,23,Olympia,8.0A0.2,4,NA,2.34,NA,1.49
2Rd,23,Pacific,8.0A0.2,4,NA,1.33,NA,0.88
2Rd,31,Olympia,8.0C,4,1.43,1.46,1.34,1.24
2Rd,31,Pacific,8.0C,4,1.53,1.44,1.11,1.03
2Rd,32,Olympia,7.7C,4,1.43,1.45,1.1,1.14
2Rd,32,Pacific,7.7C,4,1.91,1.8,1.35,1.27
2Rd,40,Olympia,8.0C,4,1.55,1.42,1.31,1.2
2Rd,40,Pacific,8.0C,4,1.43,1.1,1.25,0.92
2Rd,44,Olympia,7.7C,4,NA,1.46,NA,1.23
2Rd,44,Pacific,7.7C,4,1.59,1.73,1.24,1.22
2Rd,45,Olympia,7.7A0.5,4,1.77,1.83,1.41,1.4
2Rd,45,Pacific,7.7A0.5,4,NA,1.15,NA,1.13
2Rd,46,Olympia,8.0C,4,2.1,1.93,2.17,1.86
2Rd,46,Pacific,8.0C,4,NA,1.32,NA,0.81
2Rd,49,Olympia,8.0A0.2,4,1.43,1.49,1.04,1.08
2Rd,49,Pacific,8.0A0.2,4,NA,1.77,NA,0.92
2Rd,56,Olympia,7.7A0.5,4,NA,1.75,NA,1.3
2Rd,56,Pacific,7.7A0.5,4,1.24,1.19,0.83,0.8
2Rd,59,Olympia,7.7C,4,1.83,1.73,1.44,1.26
2Rd,59,Pacific,7.7C,4,1.45,1.46,1.07,1.03
2Rd,62,Olympia,7.7A0.5,4,1.31,1.33,1.09,1.11
2Rd,62,Pacific,7.7A0.5,4,1.41,1.29,1.09,1.06
2Rd,75,Olympia,7.7C,4,1.61,1.6,1.33,1.6
2Rd,75,Pacific,7.7C,4,1.44,1.6,1.03,0.97
2Rd,78,Olympia,8.0C,4,1.65,1.66,1.58,1.26
2Rd,78,Pacific,8.0C,4,NA,1.13,NA,1.02
2Rd,80,Olympia,8.0A0.2,4,NA,1.53,NA,1.21
2Rd,80,Pacific,8.0A0.2,4,NA,1.38,NA,0.93
2Rd,82,Olympia,8.0C,4,NA,1.28,NA,1.03
2Rd,82,Pacific,8.0C,4,1.81,1.9,1.18,1.13
2Rd,83,Olympia,7.7A0.2,4,1.62,1.72,1.32,1.37
2Rd,83,Pacific,7.7A0.2,4,1.46,1.53,1.16,1.15
2Rd,85,Olympia,7.7A0.5,4,NA,1.12,NA,1.69
2Rd,85,Pacific,7.7A0.5,4,1.36,1.52,1.04,1.16
2Si,49,Pacific,8.0A0.2,4,NA,1.59,NA,0.94
2Si,56,Pacific,7.7A0.5,4,1.68,1.55,1.07,1.06
2Si,59,Olympia,7.7C,4,1.69,1.63,1.56,1.65
2Si,59,Pacific,7.7C,4,NA,1.41,NA,0.86
2Si,62,Olympia,7.7A0.5,4,2.08,2.07,1.49,1.61
2Si,62,Pacific,7.7A0.5,4,1.2,1.35,0.76,0.99
2Si,75,Olympia,7.7C,4,1.81,1.82,1.4,1.82
2Si,75,Pacific,7.7C,4,NA,1.24,NA,0.77
2Si,78,Olympia,8.0C,4,NA,1.56,NA,1.36
2Si,78,Pacific,8.0C,4,NA,1.26,NA,1.03
2Si,80,Olympia,8.0A0.2,4,NA,1.63,NA,1.26
2Si,82,Olympia,8.0C,4,NA,1.36,NA,0.89
2Si,82,Pacific,8.0C,4,NA,1.45,NA,1.03
2Si,83,Olympia,7.7A0.2,4,1.81,1.54,1.27,1.44
2Si,83,Pacific,7.7A0.2,4,1.34,1.46,1.02,0.99
2Si,85,Olympia,7.7A0.5,4,1.63,1.73,1.17,1.16
2Si,85,Pacific,7.7A0.5,4,NA,1.47,NA,0.9
2Wh,4,Olympia,8.0A0.2,4,NA,2.02,NA,1.55
2Wh,7,Olympia,8.0A0.2,4,NA,1.67,NA,1.25
2Wh,7,Pacific,8.0A0.2,4,NA,1.41,NA,1
2Wh,8,Olympia,7.7A0.2,4,1.92,1.9,1.64,1.69
2Wh,8,Pacific,7.7A0.2,4,NA,1.22,NA,1.13
2Wh,10,Olympia,7.7A0.2,4,1.85,1.8,1.34,1.24
2Wh,10,Pacific,7.7A0.2,4,1.27,1.27,1.17,1.06
2Wh,13,Olympia,7.7A0.2,4,NA,1.59,NA,1.35
2Wh,13,Pacific,7.7A0.2,4,1.43,1.37,1.08,0.92
2Wh,14,Olympia,7.7C,4,2.18,1.54,1.47,1.39
2Wh,14,Pacific,7.7C,4,NA,1.61,NA,1.08
2Wh,19,Olympia,7.7A0.5,4,NA,1.31,NA,0.85
2Wh,19,Pacific,7.7A0.5,4,1.45,1.46,1.32,1.33
2Wh,21,Olympia,7.7A0.2,4,1.61,1.56,1.17,1.12
2Wh,21,Pacific,7.7A0.2,4,NA,1.12,NA,0.69
2Wh,23,Olympia,8.0A0.2,4,NA,1.69,NA,1.34
2Wh,23,Pacific,8.0A0.2,4,NA,1.53,NA,0.93
2Wh,31,Olympia,8.0C,4,NA,1.67,NA,1.49
2Wh,32,Olympia,7.7C,4,2.06,1.97,1.59,1.56
2Wh,32,Pacific,7.7C,4,1.97,1.66,1.54,1.34
2Wh,40,Olympia,8.0C,4,1.37,1.28,1.3,1.12
2Wh,40,Pacific,8.0C,4,1.54,1.46,1.17,0.97
2Wh,44,Olympia,7.7C,4,2,1.99,1.45,1.37
2Wh,44,Pacific,7.7C,4,NA,1.41,NA,1.19
2Wh,45,Olympia,7.7A0.5,4,1.85,1.8,1.36,1.39
2Wh,45,Pacific,7.7A0.5,4,1.81,1.75,1.34,1.22
2Wh,46,Olympia,8.0C,4,2.09,1.92,1.65,1.49
2Wh,46,Pacific,8.0C,4,1.58,1.58,1.2,1.13
2Wh,49,Olympia,8.0A0.2,4,1.08,0.99,0.85,0.85
2Wh,49,Pacific,8.0A0.2,4,NA,1.18,NA,0.83
2Wh,56,Olympia,7.7A0.5,4,1.47,1.49,1.07,1.14
2Wh,56,Pacific,7.7A0.5,4,1.98,1.81,1.23,1.02
2Wh,59,Olympia,7.7C,4,1.25,1.24,1.11,1.11
2Wh,59,Pacific,7.7C,4,1.46,1.4,0.97,1.17
2Wh,62,Olympia,7.7A0.5,4,1.85,1.87,1.44,1.38
2Wh,62,Pacific,7.7A0.5,4,1.31,1.33,0.79,0.74
2Wh,75,Olympia,7.7C,4,1.83,1.8,1.47,1.8
2Wh,75,Pacific,7.7C,4,1.14,1.1,0.94,0.91
2Wh,78,Olympia,8.0C,4,1.48,1.45,1.14,1.13
2Wh,78,Pacific,8.0C,4,1.25,1.36,1.02,1.1
2Wh,80,Olympia,8.0A0.2,4,NA,0.94,NA,0.85
2Wh,80,Pacific,8.0A0.2,4,NA,1.61,NA,1.24
2Wh,82,Olympia,8.0C,4,NA,1.22,NA,0.95
2Wh,82,Pacific,8.0C,4,1.61,1.52,1.27,1.18
2Wh,83,Olympia,7.7A0.2,4,NA,1.47,NA,1.27
2Wh,83,Pacific,7.7A0.2,4,2.04,1.6,1.63,1.27
2Wh,85,Olympia,7.7A0.5,4,NA,1.54,NA,1.23
2Wh,85,Pacific,7.7A0.5,4,NA,1.68,NA,1.11
3Bl,4,Olympia,8.0A0.2,4,NA,1.88,NA,1.43
3Bl,7,Olympia,8.0A0.2,4,NA,1.83,NA,1.24
3Bl,7,Pacific,8.0A0.2,4,NA,1.7,NA,1.1
3Bl,8,Olympia,7.7A0.2,4,1.83,1.82,1.39,1.48
3Bl,8,Pacific,7.7A0.2,4,2.78,2.22,1.41,1.37
3Bl,10,Olympia,7.7A0.2,4,1.98,1.89,1.64,1.62
3Bl,10,Pacific,7.7A0.2,4,NA,1.54,NA,1.23
3Bl,13,Olympia,7.7A0.2,4,1.53,1.46,1.4,1.41
3Bl,13,Pacific,7.7A0.2,4,NA,1.56,NA,1.24
3Bl,14,Olympia,7.7C,4,1.93,1.99,1.37,1.45
3Bl,14,Pacific,7.7C,4,1.84,1.78,1.38,1.35
3Bl,19,Olympia,7.7A0.5,4,1.79,1.74,1.32,1.25
3Bl,19,Pacific,7.7A0.5,4,1.71,1.54,1.41,1.26
3Bl,21,Olympia,7.7A0.2,4,1.87,1.87,1.53,1.55
3Bl,21,Pacific,7.7A0.2,4,NA,1.54,NA,0.99
3Bl,23,Olympia,8.0A0.2,4,NA,1.76,NA,1.56
3Bl,23,Pacific,8.0A0.2,4,NA,1.62,NA,1.04
3Bl,31,Olympia,8.0C,4,1.54,1.5,1.32,1.27
3Bl,31,Pacific,8.0C,4,1.35,1.31,1.04,0.98
3Bl,32,Olympia,7.7C,4,1.58,1.48,1.1,1.15
3Bl,32,Pacific,7.7C,4,2.22,1.88,1.52,1.44
3Bl,40,Olympia,8.0C,4,2.05,2.04,1.33,1.32
3Bl,40,Pacific,8.0C,4,1.36,1.16,1.06,0.97
3Bl,44,Olympia,7.7C,4,2.18,2.08,1.46,1.43
3Bl,44,Pacific,7.7C,4,1.49,1.51,1.09,1.07
3Bl,45,Olympia,7.7A0.5,4,1.1,1.1,0.9,0.83
3Bl,45,Pacific,7.7A0.5,4,2,1.96,1.4,1.48
3Bl,46,Olympia,8.0C,4,1.8,1.75,1.45,1.27
3Bl,46,Pacific,8.0C,4,1.43,1.34,1.04,1.02
3Bl,49,Olympia,8.0A0.2,4,NA,1.34,NA,0.95
3Bl,49,Pacific,8.0A0.2,4,1.84,1.83,1.42,1.34
3Bl,56,Olympia,7.7A0.5,4,2.07,2.14,1.74,1.65
3Bl,56,Pacific,7.7A0.5,4,NA,1.57,NA,1.17
3Bl,59,Olympia,7.7C,4,1.95,1.92,1.57,1.44
3Bl,59,Pacific,7.7C,4,1.69,1.74,1.28,1.19
3Bl,62,Olympia,7.7A0.5,4,NA,1.57,NA,1.17
3Bl,62,Pacific,7.7A0.5,4,1.77,1.72,1.46,1.25
3Bl,75,Olympia,7.7C,4,1.99,1.92,1.54,1.92
3Bl,75,Pacific,7.7C,4,1.53,1.56,1.09,1.13
3Bl,78,Olympia,8.0C,4,NA,1.99,NA,1.75
3Bl,78,Pacific,8.0C,4,1.71,1.58,1.33,1.25
3Bl,80,Olympia,8.0A0.2,4,NA,1.57,NA,1.19
3Bl,80,Pacific,8.0A0.2,4,NA,1.38,NA,1.29
3Bl,82,Olympia,8.0C,4,1.02,0.91,0.72,0.75
3Bl,82,Pacific,8.0C,4,1.57,1.19,1.22,0.9
3Bl,83,Olympia,7.7A0.2,4,1.67,1.6,1.54,1.34
3Bl,83,Pacific,7.7A0.2,4,1.79,1.86,1.32,1.28
3Bl,85,Olympia,7.7A0.5,4,1.51,1.49,1.21,1.25
3Bl,85,Pacific,7.7A0.5,4,NA,1.51,NA,1.08
3Gr,4,Olympia,8.0A0.2,4,NA,2.3,NA,1.44
3Gr,7,Olympia,8.0A0.2,4,NA,1.59,NA,1.25
3Gr,7,Pacific,8.0A0.2,4,NA,1.45,NA,1.03
3Gr,8,Olympia,7.7A0.2,4,NA,1.93,NA,1.51
3Gr,8,Pacific,7.7A0.2,4,1.09,0.97,0.74,0.73
3Gr,10,Olympia,7.7A0.2,4,2.24,2,1.79,1.6
3Gr,10,Pacific,7.7A0.2,4,2.12,2.01,1.3,1.28
3Gr,13,Olympia,7.7A0.2,4,1.84,1.69,1.51,1.52
3Gr,13,Pacific,7.7A0.2,4,1.56,1.43,1.16,1.04
3Gr,14,Olympia,7.7C,4,NA,2.17,NA,1.81
3Gr,14,Pacific,7.7C,4,1.88,1.63,1.43,1.4
3Gr,19,Pacific,7.7A0.5,4,1.73,1.72,1.2,1.17
3Gr,21,Olympia,7.7A0.2,4,1.58,1.52,1.14,1.11
3Gr,21,Pacific,7.7A0.2,4,1.52,1.6,1.04,1.19
3Gr,23,Olympia,8.0A0.2,4,NA,2.06,NA,1.82
3Gr,23,Pacific,8.0A0.2,4,NA,1.59,NA,1.17
3Gr,31,Olympia,8.0C,4,1.57,1.59,1.22,1.25
3Gr,31,Pacific,8.0C,4,1.24,1.63,0.84,1.15
3Gr,32,Olympia,7.7C,4,2.04,1.9,1.69,1.55
3Gr,32,Pacific,7.7C,4,1.9,1.84,1.46,1.35
3Gr,40,Olympia,8.0C,4,1.99,1.95,1.42,1.46
3Gr,40,Pacific,8.0C,4,1.49,1.49,1.28,1.24
3Gr,44,Olympia,7.7C,4,NA,1.6,NA,1.16
3Gr,44,Pacific,7.7C,4,2.25,2.34,1.95,1.55
3Gr,45,Olympia,7.7A0.5,4,1.9,1.83,1.17,1.16
3Gr,45,Pacific,7.7A0.5,4,1.9,1.89,1.32,1.31
3Gr,46,Olympia,8.0C,4,1.62,1.53,1.36,1.31
3Gr,46,Pacific,8.0C,4,NA,1.38,NA,1.17
3Gr,49,Olympia,8.0A0.2,4,1.64,1.71,1.15,1.25
3Gr,49,Pacific,8.0A0.2,4,NA,1.58,NA,1.45
3Gr,56,Olympia,7.7A0.5,4,2.08,2.09,1.39,1.41
3Gr,56,Pacific,7.7A0.5,4,1.88,1.71,1.43,1.3
3Gr,59,Olympia,7.7C,4,1.93,1.8,1.59,1.5
3Gr,59,Pacific,7.7C,4,1.69,1.67,1.22,1.26
3Gr,62,Olympia,7.7A0.5,4,2.52,2.48,1.98,1.86
3Gr,62,Pacific,7.7A0.5,4,1.6,1.69,0.97,1.07
3Gr,75,Olympia,7.7C,4,2.42,2.2,1.88,2.2
3Gr,75,Pacific,7.7C,4,1.97,1.43,1.52,1.01
3Gr,78,Olympia,8.0C,4,1.94,2,1.7,1.66
3Gr,78,Pacific,8.0C,4,1.59,1.57,1.2,1.2
3Gr,80,Olympia,8.0A0.2,4,NA,1.68,NA,1.25
3Gr,80,Pacific,8.0A0.2,4,NA,1.32,NA,0.97
3Gr,82,Olympia,8.0C,4,NA,1.16,NA,1.13
3Gr,82,Pacific,8.0C,4,1.56,1.67,1.17,1.17
3Gr,83,Olympia,7.7A0.2,4,1.82,1.69,1.67,1.54
3Gr,83,Pacific,7.7A0.2,4,1.7,1.76,0.97,1.13
3Gr,85,Olympia,7.7A0.5,4,2.22,2,1.97,2.06
3Gr,85,Pacific,7.7A0.5,4,NA,1.55,NA,1.11
3Or,19,Olympia,7.7A0.5,4,1.58,NA,1.12,NA
3Or,49,Pacific,8.0A0.2,4,1.91,1.64,1.35,1.08
3Or,56,Pacific,7.7A0.5,4,1.62,1.6,1.4,1.29
3Or,59,Olympia,7.7C,4,1.42,1.7,1.14,1.37
3Or,59,Pacific,7.7C,4,1.68,1.6,1.25,1.19
3Or,62,Olympia,7.7A0.5,4,1.81,1.82,1.5,1.55
3Or,62,Pacific,7.7A0.5,4,1.71,1.81,1.31,1.34
3Or,75,Olympia,7.7C,4,1.99,2.02,1.35,2.02
3Or,75,Pacific,7.7C,4,1.72,1.73,1.09,1.12
3Or,78,Olympia,8.0C,4,1.66,1.77,1.42,1.52
3Or,78,Pacific,8.0C,4,1.4,1.44,0.82,0.91
3Or,80,Olympia,8.0A0.2,4,NA,1.36,NA,1.04
3Or,80,Pacific,8.0A0.2,4,NA,1.43,NA,1.08
3Or,82,Olympia,8.0C,4,NA,1.14,NA,1
3Or,82,Pacific,8.0C,4,1.5,1.65,1,1.03
3Or,83,Olympia,7.7A0.2,4,NA,1.04,NA,0.79
3Or,83,Pacific,7.7A0.2,4,NA,1.7,NA,1.41
3Or,85,Olympia,7.7A0.5,4,1.93,1.9,1.54,1.7
3Or,85,Pacific,7.7A0.5,4,1.6,1.54,1.31,1.17
3Pk,4,Olympia,8.0A0.2,4,NA,1.95,NA,1.63
3Pk,7,Olympia,8.0A0.2,4,NA,1.73,NA,1.17
3Pk,7,Pacific,8.0A0.2,4,NA,1.86,NA,1.19
3Pk,8,Olympia,7.7A0.2,4,NA,1.43,NA,1.07
3Pk,8,Pacific,7.7A0.2,4,1.64,1.54,1.12,1.05
3Pk,10,Olympia,7.7A0.2,4,1.91,1.97,1.61,1.46
3Pk,10,Pacific,7.7A0.2,4,NA,1.46,NA,1.19
3Pk,13,Olympia,7.7A0.2,4,2.2,2.16,1.64,1.52
3Pk,13,Pacific,7.7A0.2,4,1.66,1.44,1.33,1.2
3Pk,14,Olympia,7.7C,4,1.89,1.85,1.59,1.47
3Pk,14,Pacific,7.7C,4,1.72,1.65,1.3,1.22
3Pk,19,Olympia,7.7A0.5,4,NA,1.49,NA,0.84
3Pk,19,Pacific,7.7A0.5,4,1.89,1.88,1.21,1.13
3Pk,21,Olympia,7.7A0.2,4,1.19,1.21,1.01,1
3Pk,21,Pacific,7.7A0.2,4,NA,1.48,NA,1.32
3Pk,23,Olympia,8.0A0.2,4,NA,1.63,NA,1.29
3Pk,23,Pacific,8.0A0.2,4,NA,1.59,NA,0.84
3Pk,31,Olympia,8.0C,4,NA,1.85,NA,1.33
3Pk,31,Pacific,8.0C,4,1.45,1.35,1.14,1.05
3Pk,32,Pacific,7.7C,4,1.77,1.71,1.41,1.31
3Pk,40,Olympia,8.0C,4,1.86,1.8,1.49,1.39
3Pk,40,Pacific,8.0C,4,1.58,1.53,0.92,0.84
3Pk,44,Olympia,7.7C,4,NA,2,NA,1.6
3Pk,44,Pacific,7.7C,4,1.91,1.92,1.33,1.29
3Pk,45,Olympia,7.7A0.5,4,1.72,1.69,1.2,1.15
3Pk,45,Pacific,7.7A0.5,4,2.06,1.77,1.72,1.61
3Pk,46,Olympia,8.0C,4,NA,2.3,NA,1.8
3Pk,46,Pacific,8.0C,4,NA,1.25,NA,1.54
3Pk,49,Olympia,8.0A0.2,4,1.57,1.54,1.48,1.55
3Pk,56,Olympia,7.7A0.5,4,1.76,1.8,1.22,1.27
3Pk,85,Olympia,7.7A0.5,4,1.85,NA,1.33,NA
3Pu,4,Olympia,8.0A0.2,4,NA,1.81,NA,1.24
3Pu,7,Olympia,8.0A0.2,4,NA,1.65,NA,1.2
3Pu,7,Pacific,8.0A0.2,4,NA,1.51,NA,1.21
3Pu,8,Olympia,7.7A0.2,4,NA,1.73,NA,1.34
3Pu,8,Pacific,7.7A0.2,4,NA,1.64,NA,1.14
3Pu,10,Olympia,7.7A0.2,4,1.8,1.8,1.3,1.32
3Pu,10,Pacific,7.7A0.2,4,NA,1.44,NA,0.94
3Pu,13,Olympia,7.7A0.2,4,2.73,2.41,1.87,1.7
3Pu,13,Pacific,7.7A0.2,4,1.64,1.5,1.09,1.01
3Pu,14,Olympia,7.7C,4,2.23,2,1.56,1.54
3Pu,14,Pacific,7.7C,4,NA,1.7,NA,1.18
3Pu,19,Olympia,7.7A0.5,4,1.63,1.45,1.24,1.23
3Pu,19,Pacific,7.7A0.5,4,NA,1.59,NA,1.13
3Pu,21,Olympia,7.7A0.2,4,NA,1.26,NA,0.92
3Pu,21,Pacific,7.7A0.2,4,NA,1.19,NA,0.8
3Pu,23,Olympia,8.0A0.2,4,NA,1.86,NA,1.3
3Pu,23,Pacific,8.0A0.2,4,NA,1.47,NA,1.17
3Pu,31,Olympia,8.0C,4,2.04,1.98,1.67,1.64
3Pu,31,Pacific,8.0C,4,1.77,2,1.28,1.24
3Pu,32,Olympia,7.7C,4,1.56,1.5,1.42,1.28
3Pu,32,Pacific,7.7C,4,1.81,1.75,1.14,1.12
3Pu,40,Olympia,8.0C,4,1.78,1.79,1.37,1.33
3Pu,40,Pacific,8.0C,4,NA,1.24,NA,1.24
3Pu,44,Olympia,7.7C,4,1.9,0.77,1.65,1.59
